year;month;temp;prec
1972;6;14,7252611168415;87,8955844288388
1972;7;18,0126305584207;59,3520683122214
1972;8;16;66,4893687333517
1972;9;10,6436847207896;31,4352554445492
1972;10;6,53684720789631;44,0052452825816
1972;11;3,48736944157926;82,3532545600362
1972;12;-0,868945837631107;12,2120163151089
1973;1;-1,01263055842074;21,3768352578445
1973;2;-0,187369441579262;48,6183005652632
1973;3;3,38736944157926;28,5433948442608
1973;4;5,18736944157926;89,7708591185728
1973;5;13,6873694415793;40,7074123444019
1973;6;16,5310541623689;83,5724576997148
1973;7;17,4436847207896;86,7320606305078
1973;8;18,7436847207896;43,4235075748715
1973;9;14,9310541623689;26,6000781325415
1973;10;7,24368472078963;53,7109456554328
1973;11;2,9;79,3938622817805
1973;12;-1,25631527921037;55,0076307076756
1974;1;2,87473888315852;49,6423332541555
1974;2;2,74368472078963;56,1214465587957
1974;3;6,45631527921037;35,2546384717986
1974;4;8,33105416236889;24,4713381023293
1974;5;11,1252611168415;66,2120700069746
1974;6;14,7505222336830;63,6438061570445
1974;7;15,7505222336830;127,866421565976
1974;8;17,8068375128933;59,5387923662065
1974;9;13,5252611168415;55,2982424101061
1974;10;4,62526111684148;103,885587021914
1974;11;4,14368472078963;70,281476793748
1974;12;3,9;104,739313862289
1975;1;3,38736944157926;63,0742091265053
1975;2;1,47473888315852;18,1572290928532
1975;3;3,85631527921037;45,7850069334808
1975;4;7,24368472078963;41,5501819556698
1975;5;12,4126305584207;39,260037380292
1975;6;15,1942069544726;93,0994502426161
1975;7;18,6252611168415;39,6844934733702
1975;8;18,7689458376311;130,915573963385
1975;9;15,9689458376311;45,0006712346469
1975;10;7,15631527921037;24,1997167672851
1975;11;2,3;57,2378279412988
1975;12;-0,187369441579262;11,7405607772412
1976;1;1,06894583763111;89,5295540532673
1976;2;0,1;14,5171792296394
1976;3;1,96894583763111;17,1236911684180
1976;4;7,65631527921037;21,510734865128
1976;5;13,7;40,046076457688
1976;6;18,5;25,321692196186
1976;7;20,3;52,8918006956483
1976;8;16,4;59,9500474805017
1976;9;12,7;75,7738863532076
1976;10;9,5;43,4448051651061
1976;11;4,2;42,7575479076821
1976;12;-2,4;46,4293626105533
1977;1;0,1;78,6195592373358
1977;2;3,3;87,4722031681903
1977;3;6,6;41,7276550983184
1977;4;5,7;77,5611572465564
1977;5;11,7;20,5338123148553
1977;6;15,7;81,9400343576591
1977;7;17;40,8995350361815
1977;8;16,2;73,109120749623
1977;9;11,9;20,6535509218449
1977;10;10,3;57,7490239824322
1977;11;4,4;96,342231569655
1977;12;0,9;58,3413276050414
1978;1;0,1;36,1891864376579
1978;2;-1,8;37,1362703033285
1978;3;4,8;68,636359865538
1978;4;7,4;34,2699658658699
1978;5;11,2;153,477574236019
1978;6;14,8;73,558427463333
1978;7;15,9;77,8869076553485
1978;8;15;82,5800939417305
1978;9;12,1;56,001099751334
1978;10;8;67,0145398170203
1978;11;2,7;6,64432811942379
1978;12;0,7;107,626581064773
1979;1;-4,9;40,7525817222395
1979;2;-0,3;39,0696285091481
1979;3;4,6;85,3632252973947
1979;4;6;65,0804691798497
1979;5;12,6;38,6177211733723
1979;6;17,2;61,8311266056294
1979;7;15,9;46,8409251768178
1979;8;15,2;49,9303440555125
1979;9;13,3;52,5574461001189
1979;10;9,3;27,1145915795773
1979;11;3,2;81,2435924244462
1979;12;3,7;115,733011221396
1980;1;-2,6;49,8741570026216
1980;2;2,8;53,3134386751153
1980;3;4,3;42,765297029476
1980;4;5,8;91,0027691369366
1980;5;11;52,5273815860174
1980;6;14,6;65,5360349176599
1980;7;14,8;127,336231931461
1980;8;17,4;51,0370451067844
1980;9;14,1;51,2449357168348
1980;10;7,6;68,181660047454
1980;11;2,4;22,6416634077023
1980;12;-0,6;55,1752554451296
1981;1;-3,1;85,7493472945044
1981;2;-1;36,4935844611478
1981;3;7,1;38,7357902312693
1981;4;8,4;44,4558021870699
1981;5;12,7;101,401889826521
1981;6;15,5;72,0257424168962
1981;7;16,3;48,4379262982413
1981;8;16,7;55,1802000027516
1981;9;14,5;78,6616903082537
1981;10;8,3;166,683509129690
1981;11;4,2;61,9634454930777
1981;12;-2;101,309946333790
1982;1;-3;72,1844133395388
1982;2;-0,6;12,8949942973542
1982;3;3,9;42,3385325050813
1982;4;6,3;30,2625142566146
1982;5;12,6;57,4871904683713
1982;6;16,4;89,9764846028562
1982;7;19,3;41,2797064582576
1982;8;16,9;70,7233207557594
1982;9;16,1;26,7387390648396
1982;10;8,8;79,9806229134599
1982;11;5,7;32,0236581124812
1982;12;2;106,406015891770
1983;1;3,2;59,7182512904377
1983;2;-2,8;43,3959512516058
1983;3;4,3;56,1468893877762
1983;4;9;109,906606908625
1983;5;11;128,295536659773
1983;6;16,5;32,7535768031234
1983;7;20,9;18,7906602000301
1983;8;18;50,5706646612962
1983;9;13,5;52,1652455121539
1983;10;8,6;25,6041002657163
1983;11;1,9;46,9791749506212
1983;12;-0,3;33,4217181592095
1984;1;0,2;92,2408883590115
1984;2;-1,3;95,2698883855243
1984;3;1,3;7,19701173097143
1984;4;6,3;31,77067674316
1984;5;9,9;113,349554099498
1984;6;13,5;82,650251340863
1984;7;15,8;57,6214613092102
1984;8;16,1;38,8763934048409
1984;9;12;84,1867816023127
1984;10;9,7;21,0382878186908
1984;11;4,4;32,1299186088972
1984;12;0,8;28,3120425565787
1985;1;-6,4;58,5077749213275
1985;2;-4,2;26,0142802676240
1985;3;2,4;49,3653093565747
1985;4;7,7;32,0551932808329
1985;5;12,9;106,039630947589
1985;6;13,2;59,4662286746639
1985;7;17,4;52,6020570325655
1985;8;16,1;65,462049538031
1985;9;13,3;44,3277735681832
1985;10;7,5;7,14849370187692
1985;11;0,2;70,1644951176605
1985;12;3,2;48,9361928229829
1986;1;-0,1;95,9005833519384
1986;2;-6,8;14,6528264086300
1986;3;2,9;51,1990429640034
1986;4;6,7;49,9895222403188
1986;5;14,2;78,2473803146182
1986;6;15,7;41,3039043155059
1986;7;16,7;78,0725390525961
1986;8;16,7;79,0349773011811
1986;9;10,9;52,0088737725603
1986;10;8,6;99,211746189376
1986;11;4,9;29,667766036222
1986;12;1,7;85,0198173961612
1987;1;-6;40,0468513428888
1987;2;-0,6;60,3554529937192
1987;3;-0,2;53,2636154802646
1987;4;9,2;27,8066478981440
1987;5;9,4;100,316982942488
1987;6;14,1;118,055102328053
1987;7;17,4;89,8801343590349
1987;8;15,7;88,4721790862076
1987;9;15,4;50,5128203864115
1987;10;9,1;44,3603403899902
1987;11;3,8;54,3795883153727
1987;12;1,6;42,3820735756954
1988;1;3;61,6410952457497
1988;2;1,8;76,8429560828698
1988;3;2,4;188,384738123927
1988;4;8,2;21,9752160914163
1988;5;14,5;27,8276154993702
1988;6;14,8;51,2518556549637
1988;7;16,9;77,3048778503142
1988;8;17,3;44,0073075033469
1988;9;13;55,4629546479806
1988;10;9,9;54,3088354824381
1988;11;2,2;50,4324283599275
1988;12;2,9;87,6948407272339
1989;1;1,4;26,8463333894323
1989;2;2,3;38,8905187935187
1989;3;7,2;32,1624624940576
1989;4;6,7;87,8350155095584
1989;5;13,9;26,4917477060103
1989;6;15;36,9105686307166
